file,label,words,chunkCount,judgedChunkCount,probability,verdict,confidence,ai_written,tells,staging,rhythm,inflation,formatting,chat_residue,specifics
stackexchange-diy-21461.txt,human,309,2,2,0.388,unclear,low,0.73,0.495,0.154,0.105,0.068,0.071,0.425,0.025
stackexchange-diy-71591.txt,human,190,1,1,0.051,likely_human,high,0.37,0.77,0.3,0.11,0.11,0.08,0.05,0.21
stackexchange-english-329192.txt,human,384,2,2,0.194,likely_human,medium,0.631,0.278,0.226,0.128,0.084,0.131,0.109,0.054
stackexchange-english-342281.txt,human,360,2,2,0.134,likely_human,medium,0.604,0.382,0.199,0.108,0.086,0.142,0.038,0.091
stackexchange-english-395385.txt,human,382,2,2,0.317,unclear,low,0.548,0.843,0.515,0.162,0.15,0.15,0.159,0.405
stackexchange-parenting-19025.txt,human,329,2,2,0.194,likely_human,medium,0.468,0.819,0.345,0.208,0.093,0.115,0.09,0.203
stackexchange-parenting-32424.txt,human,320,1,1,0.176,likely_human,medium,0.59,0.56,0.31,0.1,0.08,0.09,0.05,0.18
stackexchange-travel-149371.txt,human,365,2,2,0.264,likely_human,medium,0.594,0.88,0.274,0.206,0.136,0.108,0.094,0.218
stackexchange-travel-20208.txt,human,320,2,2,0.635,unclear,low,0.697,0.949,0.379,0.122,0.226,0.116,0.185,0.09
stackexchange-travel-38180.txt,human,229,1,1,0.119,likely_human,high,0.58,0.38,0.23,0.13,0.06,0.08,0.05,0.09
stackexchange-workplace-124717.txt,human,198,1,1,0.55,unclear,low,0.54,1.42,0.71,0.16,0.57,0.09,0.13,0.51
stackexchange-workplace-145712.txt,human,347,2,2,0.295,likely_human,medium,0.481,0.856,0.53,0.144,0.086,0.098,0.052,0.084
stackexchange-workplace-93717.txt,human,365,2,2,0.232,likely_human,medium,0.426,0.886,0.597,0.166,0.118,0.079,0.13,0.238
wikipedia-bologna.txt,human,278,1,1,0.152,likely_human,medium,0.66,0.44,0.06,0.09,0.17,0.07,0.02,0.08
wikipedia-cricket.txt,human,260,1,1,0.313,unclear,low,0.82,0.24,0.05,0.11,0.05,0.08,0.02,0.03
wikipedia-fall-of-the-berlin-wall.txt,human,399,2,2,0.372,unclear,low,0.681,0.83,0.065,0.08,0.247,0.093,0.02,0.12
wikipedia-ganges.txt,human,369,2,2,0.426,unclear,low,0.684,0.89,0.137,0.103,0.245,0.073,0.023,0.057
wikipedia-glastonbury-festival.txt,human,363,2,2,0.149,likely_human,medium,0.67,0.384,0.066,0.108,0.128,0.082,0.02,0.094
wikipedia-golden-gate-bridge.txt,human,311,2,2,0.327,unclear,low,0.731,0.558,0.07,0.168,0.178,0.08,0.02,0.073
wikipedia-kyoto.txt,human,356,2,2,0.299,likely_human,medium,0.784,0.262,0.054,0.086,0.115,0.08,0.02,0.03
wikipedia-marie-curie.txt,human,368,2,2,0.296,likely_human,low,0.725,0.526,0.05,0.108,0.08,0.072,0.02,0.037
wikipedia-mount-kilimanjaro.txt,human,266,1,1,0.357,unclear,low,0.78,0.58,0.05,0.13,0.08,0.07,0.03,0.11
wikipedia-nikola-tesla.txt,human,328,2,2,0.267,likely_human,medium,0.736,0.461,0.05,0.094,0.104,0.08,0.02,0.043
wikipedia-office-for-national-statistics.txt,human,336,2,2,0.117,likely_human,high,0.694,0.127,0.044,0.09,0.086,0.07,0.02,0.036
wikipedia-poutine.txt,human,330,2,2,0.389,unclear,low,0.702,0.652,0.086,0.12,0.167,0.084,0.02,0.109
wikipedia-radiohead.txt,human,340,2,2,0.495,unclear,low,0.809,0.645,0.049,0.105,0.133,0.083,0.02,0.031
wikipedia-siemens.txt,human,377,2,2,0.19,likely_human,medium,0.755,0.226,0.047,0.092,0.109,0.08,0.02,0.077
wikipedia-tuberculosis.txt,human,372,2,2,0.31,unclear,low,0.816,0.193,0.047,0.073,0.047,0.07,0.02,0.027
01-blog-intro.txt,ai,235,1,1,0.999,very_likely_ai,high,0.92,2.6,0.95,0.28,0.93,0.13,0.03,0.03
02-product-description.txt,ai,254,1,1,0.999,very_likely_ai,high,0.92,2.64,0.89,0.42,0.96,0.83,0.02,0.03
03-linkedin-post.txt,ai,261,1,1,0.998,very_likely_ai,high,0.89,2.68,0.63,0.21,0.94,0.2,0.02,0.2
04-encyclopedia-paragraph.txt,ai,257,1,1,0.991,very_likely_ai,high,0.92,2.34,0.12,0.15,0.91,0.05,0.02,0.02
05-how-to.txt,ai,260,1,1,0.997,very_likely_ai,high,0.9,2,0.81,0.14,0.79,0.34,0.02,0.03
06-travel-blurb.txt,ai,260,1,1,0.999,very_likely_ai,high,0.91,2.51,0.78,0.16,0.97,0.68,0.02,0.06
07-email-chat-residue.txt,ai,239,1,1,0.9,very_likely_ai,high,0.92,1.08,0.14,0.12,0.08,0.07,0.99,0.32
08-opinion-piece.txt,ai,277,1,1,0.999,very_likely_ai,high,0.91,2.43,0.75,0.19,0.91,0.07,0.02,0.02
matched-govweb-grca-learn-nature-200710mtlionkit-htm.txt,ai,319,1,1,0.792,likely_ai,medium,0.87,1.13,0.07,0.13,0.18,0.1,0.02,0.11
matched-gutenberg-essays-1.txt,ai,282,1,1,0.929,very_likely_ai,high,0.81,1.53,0.29,0.2,0.07,0.06,0.02,0.02
matched-gutenberg-essays-first-series-1.txt,ai,295,1,1,0.969,very_likely_ai,high,0.82,1.61,0.5,0.15,0.17,0.12,0.02,0.02
matched-gutenberg-essays-second-series-1.txt,ai,278,1,1,0.967,very_likely_ai,high,0.83,1.52,0.52,0.15,0.14,0.06,0.02,0.02
matched-gutenberg-walking-1.txt,ai,265,1,1,0.699,unclear,low,0.58,1.4,0.68,0.26,0.17,0.08,0.02,0.33
matched-stackexchange-academia-2221.txt,ai,272,1,1,0.875,likely_ai,medium,0.82,1.12,0.36,0.15,0.12,0.07,0.07,0.04
matched-stackexchange-academia-77443.txt,ai,199,1,1,0.196,likely_human,medium,0.54,0.6,0.34,0.11,0.04,0.09,0.03,0.04
matched-stackexchange-academia-92903.txt,ai,289,1,1,0.387,unclear,low,0.73,0.82,0.16,0.11,0.1,0.06,0.03,0.23
matched-stackexchange-cooking-22409.txt,ai,283,1,1,0.585,unclear,low,0.83,0.85,0.18,0.15,0.1,0.07,0.14,0.27
matched-stackexchange-cooking-81043.txt,ai,275,1,1,0.357,unclear,low,0.58,0.62,0.5,0.1,0.08,0.11,0.04,0.04
matched-stackexchange-cooking-84325.txt,ai,301,1,1,0.634,unclear,low,0.83,0.63,0.2,0.09,0.07,0.11,0.05,0.03
matched-stackexchange-diy-20876.txt,ai,261,1,1,0.578,unclear,low,0.87,0.55,0.07,0.12,0.08,0.52,0.03,0.03
matched-stackexchange-diy-21461.txt,ai,273,1,1,0.906,very_likely_ai,high,0.9,0.95,0.36,0.09,0.1,0.36,0.97,0.02
matched-stackexchange-diy-71591.txt,ai,261,1,1,0.609,unclear,low,0.78,0.75,0.22,0.08,0.08,0.08,0.06,0.04
matched-stackexchange-english-329192.txt,ai,289,1,1,0.736,unclear,low,0.74,0.65,0.6,0.14,0.12,0.1,0.05,0.04
matched-stackexchange-english-342281.txt,ai,275,1,1,0.619,unclear,low,0.84,0.53,0.25,0.08,0.09,0.09,0.03,0.06
matched-stackexchange-english-395385.txt,ai,264,1,1,0.698,unclear,low,0.84,0.79,0.2,0.12,0.15,0.1,0.1,0.08
matched-stackexchange-parenting-19025.txt,ai,290,1,1,0.968,very_likely_ai,high,0.82,1.77,0.39,0.2,0.12,0.17,0.07,0.03
matched-stackexchange-parenting-32424.txt,ai,289,1,1,0.877,likely_ai,medium,0.85,1.13,0.4,0.13,0.1,0.09,0.14,0.18
matched-stackexchange-travel-149371.txt,ai,291,1,1,0.923,very_likely_ai,high,0.85,1.14,0.46,0.1,0.22,0.16,0.87,0.05
matched-stackexchange-travel-20208.txt,ai,281,1,1,0.968,very_likely_ai,high,0.88,1.32,0.55,0.11,0.12,0.08,0.04,0.03
matched-stackexchange-travel-38180.txt,ai,295,1,1,0.705,unclear,low,0.88,0.53,0.24,0.09,0.05,0.08,0.06,0.02
matched-stackexchange-workplace-124717.txt,ai,260,1,1,0.957,very_likely_ai,high,0.88,1.25,0.53,0.14,0.14,0.1,0.14,0.07
matched-stackexchange-workplace-145712.txt,ai,268,1,1,0.903,very_likely_ai,high,0.87,1.07,0.36,0.17,0.09,0.11,0.06,0.04
matched-stackexchange-workplace-93717.txt,ai,289,1,1,0.727,unclear,low,0.54,1.12,0.81,0.12,0.07,0.07,0.07,0.07
matched-wikipedia-bologna.txt,ai,272,1,1,0.786,likely_ai,medium,0.89,0.93,0.08,0.08,0.2,0.07,0.02,0.03
matched-wikipedia-cricket.txt,ai,290,1,1,0.67,unclear,low,0.91,0.59,0.06,0.1,0.2,0.08,0.02,0.02
matched-wikipedia-fall-of-the-berlin-wall.txt,ai,296,1,1,0.938,very_likely_ai,high,0.88,1.57,0.15,0.09,0.44,0.16,0.02,0.05
matched-wikipedia-ganges.txt,ai,300,1,1,0.969,very_likely_ai,high,0.9,1.47,0.4,0.07,0.27,0.06,0.02,0.03
matched-wikipedia-glastonbury-festival.txt,ai,279,1,1,0.946,very_likely_ai,high,0.87,1.53,0.27,0.11,0.36,0.17,0.02,0.07
matched-wikipedia-golden-gate-bridge.txt,ai,282,1,1,0.84,likely_ai,medium,0.89,1.14,0.06,0.08,0.2,0.06,0.02,0.04
matched-wikipedia-kyoto.txt,ai,271,1,1,0.784,likely_ai,medium,0.9,0.9,0.07,0.08,0.22,0.07,0.02,0.03
matched-wikipedia-marie-curie.txt,ai,298,1,1,0.975,very_likely_ai,high,0.87,1.73,0.38,0.07,0.26,0.08,0.02,0.04
matched-wikipedia-mount-kilimanjaro.txt,ai,266,1,1,0.927,very_likely_ai,high,0.89,1.42,0.16,0.11,0.32,0.18,0.02,0.04
matched-wikipedia-nikola-tesla.txt,ai,295,1,1,0.836,likely_ai,medium,0.89,1.06,0.09,0.07,0.16,0.08,0.02,0.02
matched-wikipedia-office-for-national-statistics.txt,ai,281,1,1,0.687,unclear,low,0.88,0.75,0.06,0.08,0.12,0.06,0.02,0.03
matched-wikipedia-poutine.txt,ai,295,1,1,0.339,unclear,low,0.54,1.12,0.27,0.08,0.14,0.09,0.03,0.1
matched-wikipedia-radiohead.txt,ai,295,1,1,0.678,unclear,low,0.65,1.31,0.27,0.08,0.2,0.09,0.03,0.04
matched-wikipedia-siemens.txt,ai,297,1,1,0.795,likely_ai,medium,0.89,0.97,0.06,0.07,0.35,0.12,0.02,0.02
matched-wikipedia-tuberculosis.txt,ai,289,1,1,0.637,unclear,low,0.88,0.59,0.09,0.08,0.07,0.11,0.02,0.02
